"Lat","Long_","County Name","State Name"
32.59117397,-88.19916205,"Sumter","Alabama"
33.37823223,-86.16886178,"Talladega","Alabama"
32.86698258,-85.79833053,"Tallapoosa","Alabama"
33.28726072,-87.52556818,"Tuscaloosa","Alabama"
0,0,"Unassigned","Alabama"
33.80270512,-87.30027177,"Walker","Alabama"
31.4092794,-88.20689944,"Washington","Alabama"
31.98773215,-87.30891118,"Wilcox","Alabama"
34.15030532,-87.37325922,"Winston","Alabama"
55.32222414,-161.9722021,"Aleutians East","Alaska"
52.3233,-174.1596,"Aleutians West","Alaska"
61.14998174,-149.1426986,"Anchorage","Alaska"
60.90980451,-159.8561831,"Bethel","Alaska"
58.74513976,-156.701064,"Bristol Bay","Alaska"
58.62403337,-156.2140589,"Bristol Bay plus Lake and Peninsula","Alaska"
61.16666,-149.9,"Chugach","Alaska"
60.3886,-162.8905196,"Copper River","Alaska"
63.67264044,-150.0076108,"Denali","Alaska"
59.79603738,-158.2381942,"Dillingham","Alaska"
64.80726247,-146.5692662,"Fairbanks North Star","Alaska"
59.09893571,-135.4679843,"Haines","Alaska"
58.29307365,-135.6424424,"Hoonah-Angoon","Alaska"
58.45031811,-134.200436,"Juneau","Alaska"
60.24429722,-151.5388884,"Kenai Peninsula","Alaska"
55.57445008,-130.975561,"Ketchikan Gateway","Alaska"
57.65529415,-153.7493579,"Kodiak Island","Alaska"
62.1542916,-163.3967883,"Kusilvak","Alaska"
62.31305045,-149.5741743,"Matanuska-Susitna","Alaska"
64.90320724,-164.0353804,"Nome","Alaska"
69.31479216,-153.4836093,"North Slope","Alaska"
67.04919196,-159.7503946,"Northwest Arctic","Alaska"
0,0,"Out of AK","Alaska"
57.13978948,-132.9540995,"Petersburg","Alaska"
55.76261984,-133.0511621,"Prince of Wales-Hyder","Alaska"
57.24124555,-135.3206587,"Sitka","Alaska"
59.56149996,-135.3337748,"Skagway","Alaska"
63.87692095,-143.2127643,"Southeast Fairbanks","Alaska"
0,0,"Unassigned","Alaska"
61.47502768,-144.7126799,"Valdez-Cordova","Alaska"
56.3202004,-132.0583731,"Wrangell","Alaska"
59.8909808,-140.3601451,"Yakutat","Alaska"
65.50815459,-151.3907387,"Yukon-Koyukuk","Alaska"
-14.271,-170.132,NA,"American Samoa"
35.39465006,-109.4892383,"Apache","Arizona"
31.87934684,-109.7516088,"Cochise","Arizona"
35.83883429,-111.7707178,"Coconino","Arizona"
33.80190085,-110.8132779,"Gila","Arizona"
32.93166885,-109.8882178,"Graham","Arizona"
33.21498827,-109.2405279,"Greenlee","Arizona"
33.72854224,-113.9810029,"La Paz","Arizona"
33.34835867,-112.4918154,"Maricopa","Arizona"
35.70471703,-113.7577902,"Mohave","Arizona"
35.3997715,-110.3218983,"Navajo","Arizona"
0,0,"Out of AZ","Arizona"
32.0971334,-111.7890033,"Pima","Arizona"
32.90525627,-111.3449483,"Pinal","Arizona"
31.52508998,-110.8479088,"Santa Cruz","Arizona"
0,0,"Unassigned","Arizona"
34.59933926,-112.5538588,"Yavapai","Arizona"
32.76895712,-113.9066674,"Yuma","Arizona"
34.29145151,-91.37277296,"Arkansas","Arkansas"
33.19153461,-91.7698471,"Ashley","Arkansas"
36.28784385,-92.33782872,"Baxter","Arkansas"
36.33644656,-94.25680817,"Benton","Arkansas"
36.3084504,-93.09374925,"Boone","Arkansas"
33.46755808,-92.15980837,"Bradley","Arkansas"
33.55598792,-92.49974403,"Calhoun","Arkansas"
36.3403856,-93.54270261,"Carroll","Arkansas"
33.26458973,-91.29539209,"Chicot","Arkansas"
34.04613432,-93.17484713,"Clark","Arkansas"
36.36826212,-90.4148172,"Clay","Arkansas"
35.53864922,-92.02640019,"Cleburne","Arkansas"
33.89723187,-92.18537045,"Cleveland","Arkansas"
33.21230701,-93.22642793,"Columbia","Arkansas"
35.26205537,-92.70506566,"Conway","Arkansas"
35.83018283,-90.63235729,"Craighead","Arkansas"
35.58928601,-94.2446814,"Crawford","Arkansas"
35.21247318,-90.30839406,"Crittenden","Arkansas"
35.29631396,-90.77185818,"Cross","Arkansas"
33.97042763,-92.65167437,"Dallas","Arkansas"
33.83011025,-91.25500948,"Desha","Arkansas"
33.59035001,-91.71777921,"Drew","Arkansas"
35.14719007,-92.33717519,"Faulkner","Arkansas"
35.51202821,-93.89299569,"Franklin","Arkansas"
36.38177105,-91.81729127,"Fulton","Arkansas"
34.57692074,-93.14921604,"Garland","Arkansas"
34.29017991,-92.42320562,"Grant","Arkansas"
36.1173546,-90.55832668,"Greene","Arkansas"
33.73325583,-93.66935133,"Hempstead","Arkansas"
34.31709259,-92.95396325,"Hot Spring","Arkansas"
34.09007427,-93.9934871,"Howard","Arkansas"
35.74242707,-91.57001641,"Independence","Arkansas"
36.09604046,-91.90847954,"Izard","Arkansas"
35.59802983,-91.21494602,"Jackson","Arkansas"
34.26767081,-91.92619839,"Jefferson","Arkansas"
35.56759135,-93.46036368,"Johnson","Arkansas"
33.24116713,-93.60677071,"Lafayette","Arkansas"
36.04188196,-91.10867198,"Lawrence","Arkansas"
34.78498904,-90.78383866,"Lee","Arkansas"
33.95317155,-91.74002806,"Lincoln","Arkansas"
33.70375665,-94.23468591,"Little River","Arkansas"
35.21413234,-93.71951016,"Logan","Arkansas"
34.75392199,-91.88742357,"Lonoke","Arkansas"
36.01038185,-93.72524943,"Madison","Arkansas"
36.26844485,-92.68451899,"Marion","Arkansas"
33.31403423,-93.89285258,"Miller","Arkansas"
35.76271485,-90.0519437,"Mississippi","Arkansas"
34.6815935,-91.20540287,"Monroe","Arkansas"
34.53704874,-93.65824478,"Montgomery","Arkansas"
33.66340119,-93.30632432,"Nevada","Arkansas"
35.91947491,-93.21612969,"Newton","Arkansas"
33.58839816,-92.87795984,"Ouachita","Arkansas"
0,0,"Out of AR","Arkansas"
34.9459153,-92.94372564,"Perry","Arkansas"
34.43268455,-90.84800154,"Phillips","Arkansas"
34.16250414,-93.65789349,"Pike","Arkansas"
35.57433534,-90.66268713,"Poinsett","Arkansas"
34.48254879,-94.22728802,"Polk","Arkansas"
35.44871474,-93.03212219,"Pope","Arkansas"
34.83624419,-91.55162157,"Prairie","Arkansas"
34.77054088,-92.31355101,"Pulaski","Arkansas"
36.3415714,-91.02455531,"Randolph","Arkansas"
34.64916145,-92.67583224,"Saline","Arkansas"
34.85588887,-94.0632176,"Scott","Arkansas"
35.9109364,-92.69936482,"Searcy","Arkansas"
35.19605503,-94.27162713,"Sebastian","Arkansas"
33.99780401,-94.2424869,"Sevier","Arkansas"
36.16258158,-91.47819342,"Sharp","Arkansas"
35.02201976,-90.74828138,"St. Francis","Arkansas"
35.86251946,-92.15684085,"Stone","Arkansas"
0,0,"Unassigned","Arkansas"
33.16887091,-92.59746952,"Union","Arkansas"
35.58095779,-92.51295036,"Van Buren","Arkansas"
35.976844,-94.21800746,"Washington","Arkansas"
35.25688493,-91.74908296,"White","Arkansas"
35.18902527,-91.2439489,"Woodruff","Arkansas"
35.00292371,-93.41171338,"Yell","Arkansas"
37.64629437,-121.8929271,"Alameda","California"
38.59678594,-119.8223594,"Alpine","California"
38.44583082,-120.65696,"Amador","California"
39.66727762,-121.6005252,"Butte","California"
38.20537103,-120.552913,"Calaveras","California"
39.17881957,-122.2331726,"Colusa","California"
37.91923498,-121.9289527,"Contra Costa","California"
41.74228275,-123.8974063,"Del Norte","California"
38.77965956,-120.5233166,"El Dorado","California"
36.75733899,-119.6466953,"Fresno","California"
39.59875897,-122.3938452,"Glenn","California"
40.69923009,-123.876044,"Humboldt","California"
33.0393082,-115.3669042,"Imperial","California"
36.51112084,-117.4111978,"Inyo","California"
35.34329425,-118.7277796,"Kern","California"
36.07409056,-119.8159973,"Kings","California"
39.10124298,-122.7536244,"Lake","California"
40.67311306,-120.5935099,"Lassen","California"
34.30828379,-118.2282411,"Los Angeles","California"
37.21513971,-119.7665589,"Madera","California"
38.07122463,-122.7210631,"Marin","California"
37.57978556,-119.9073334,"Mariposa","California"
39.4381191,-123.3911313,"Mendocino","California"
37.18922369,-120.7209035,"Merced","California"
41.58965602,-120.7244817,"Modoc","California"
37.93899289,-118.8872409,"Mono","California"
36.21862405,-121.2413397,"Monterey","California"
38.50735751,-122.332839,"Napa","California"
39.30394768,-120.7627281,"Nevada","California"
33.70147516,-117.7645998,"Orange","California"
0,0,"Out of CA","California"
39.06167234,-120.7240569,"Placer","California"
40.00355989,-120.8395236,"Plumas","California"
33.74314981,-115.9933578,"Riverside","California"
38.45106826,-121.3425374,"Sacramento","California"
36.60308176,-121.069975,"San Benito","California"
34.84060306,-116.1774685,"San Bernardino","California"
33.03484597,-116.7365326,"San Diego","California"
37.75215114,-122.4385672,"San Francisco","California"
37.93433732,-121.2730061,"San Joaquin","California"
35.38822029,-120.4039028,"San Luis Obispo","California"
37.4228808,-122.3275546,"San Mateo","California"
34.65329488,-120.0188492,"Santa Barbara","California"
37.23104908,-121.6970462,"Santa Clara","California"
37.05580291,-122.0066524,"Santa Cruz","California"
40.76391419,-122.0396884,"Shasta","California"
39.57713498,-120.5200701,"Sierra","California"
41.59198861,-122.5407434,"Siskiyou","California"
38.26827353,-121.9357113,"Solano","California"
38.52746429,-122.8862506,"Sonoma","California"
37.55862499,-120.9970722,"Stanislaus","California"
39.03417539,-121.6945899,"Sutter","California"
40.12570935,-122.2370171,"Tehama","California"
40.6491767,-123.114713,"Trinity","California"
36.22026558,-118.8020203,"Tulare","California"
38.02644018,-119.9525093,"Tuolumne","California"
0,0,"Unassigned","California"
34.44465746,-119.0910613,"Ventura","California"
38.68278902,-121.9018288,"Yolo","California"
39.26255932,-121.3535644,"Yuba","California"
39.87432092,-104.3362578,"Adams","Colorado"
37.57250606,-105.7885451,"Alamosa","Colorado"
39.64977461,-104.3353617,"Arapahoe","Colorado"
37.19474156,-107.0476867,"Archuleta","Colorado"
37.31940883,-102.5603223,"Baca","Colorado"
37.95474293,-103.0720195,"Bent","Colorado"
40.09313619,-105.3546767,"Boulder","Colorado"
39.95998787,-105.0566324,"Broomfield","Colorado"
38.74745778,-106.1926573,"Chaffee","Colorado"
38.82777431,-102.6032558,"Cheyenne","Colorado"
39.68864463,-105.6463118,"Clear Creek","Colorado"
37.201606,-106.1917488,"Conejos","Colorado"
37.27732493,-105.4276548,"Costilla","Colorado"
38.32608609,-103.7844965,"Crowley","Colorado"
38.10883162,-105.3683478,"Custer","Colorado"
38.86246243,-107.8631342,"Delta","Colorado"
39.76018276,-104.8725695,"Denver","Colorado"
37.75208676,-108.5211585,"Dolores","Colorado"
39.33133796,-104.930001,"Douglas","Colorado"
39.62754308,-106.6933637,"Eagle","Colorado"
38.83240149,-104.5251411,"El Paso","Colorado"
39.28656773,-104.1358721,"Elbert","Colorado"
38.47362326,-105.4399667,"Fremont","Colorado"
39.59921777,-107.902708,"Garfield","Colorado"
39.85646523,-105.5252597,"Gilpin","Colorado"
40.10603347,-106.1178042,"Grand","Colorado"
38.66611652,-107.0320729,"Gunnison","Colorado"
37.82247444,-107.3004345,"Hinsdale","Colorado"
37.68473101,-104.9612585,"Huerfano","Colorado"
40.6659387,-106.3408905,"Jackson","Colorado"
39.58635604,-105.2517692,"Jefferson","Colorado"
38.43260896,-102.7392145,"Kiowa","Colorado"
39.30497777,-102.6022199,"Kit Carson","Colorado"
37.28632032,-107.8429014,"La Plata","Colorado"
39.20278823,-106.3555697,"Lake","Colorado"
40.66671597,-105.4625784,"Larimer","Colorado"
37.3153406,-104.0376458,"Las Animas","Colorado"
38.98749519,-103.5136649,"Lincoln","Colorado"
40.7249637,-103.110817,"Logan","Colorado"
39.01787888,-108.469799,"Mesa","Colorado"
37.66954283,-106.9281698,"Mineral","Colorado"
40.61810999,-108.2070876,"Moffat","Colorado"
37.33859579,-108.5958857,"Montezuma","Colorado"
38.40214114,-108.2639022,"Montrose","Colorado"
40.2627981,-103.8093302,"Morgan","Colorado"
37.9014485,-103.7173385,"Otero","Colorado"
38.14717457,-107.7675136,"Ouray","Colorado"
0,0,"Out of CO","Colorado"
39.120926,-105.7182065,"Park","Colorado"
40.59414277,-102.3577703,"Phillips","Colorado"
39.21720112,-106.9310027,"Pitkin","Colorado"
37.95544985,-102.3926052,"Prowers","Colorado"
38.17359144,-104.5127437,"Pueblo","Colorado"
39.97913541,-108.2179009,"Rio Blanco","Colorado"
37.5836865,-106.3847838,"Rio Grande","Colorado"
40.48596505,-106.9905548,"Routt","Colorado"
38.08054629,-106.282466,"Saguache","Colorado"
37.76248981,-107.6763289,"San Juan","Colorado"
38.00450883,-108.4020725,"San Miguel","Colorado"
40.87595412,-102.3519227,"Sedgwick","Colorado"
39.63803232,-106.1150762,"Summit","Colorado"
38.88133511,-105.1614893,"Teller","Colorado"
0,0,"Unassigned","Colorado"
39.97015535,-103.202587,"Washington","Colorado"
40.55499405,-104.3929621,"Weld","Colorado"
40.00346839,-102.4258673,"Yuma","Colorado"
41.26809896,-73.3881171,"Fairfield","Connecticut"
41.80283011,-72.73103891,"Hartford","Connecticut"
41.7937534,-73.2451475,"Litchfield","Connecticut"
41.45949668,-72.53714864,"Middlesex","Connecticut"
41.4080325,-72.93620426,"New Haven","Connecticut"
41.48896435,-72.10430976,"New London","Connecticut"
0,0,"Out of CT","Connecticut"
41.85853803,-72.3308481,"Tolland","Connecticut"
0,0,"Unassigned","Connecticut"
41.82972709,-71.98182316,"Windham","Connecticut"
39.08646628,-75.56884914,"Kent","Delaware"
39.57992638,-75.64054974,"New Castle","Delaware"
0,0,"Out of DE","Delaware"
38.66143781,-75.39031349,"Sussex","Delaware"
0,0,"Unassigned","Delaware"
0,0,NA,"Diamond Princess"
38.90417773,-77.01655992,"District of Columbia","District of Columbia"
0,0,"Out of DC","District of Columbia"
0,0,"Unassigned","District of Columbia"
29.67866525,-82.35928158,"Alachua","Florida"
30.33060121,-82.28467476,"Baker","Florida"
30.26548745,-85.62122584,"Bay","Florida"
29.95079741,-82.16611613,"Bradford","Florida"
28.29409504,-80.73091022,"Brevard","Florida"
26.15184651,-80.48725556,"Broward","Florida"
30.40666734,-85.19394153,"Calhoun","Florida"
26.90131002,-81.92949121,"Charlotte","Florida"
28.84804315,-82.47614748,"Citrus","Florida"
29.98319144,-81.85609986,"Clay","Florida"
26.11091986,-81.34687065,"Collier","Florida"
30.22509788,-82.62160164,"Columbia","Florida"
27.18677893,-81.80941373,"DeSoto","Florida"
29.60631086,-83.15724673,"Dixie","Florida"
30.33225875,-81.66976468,"Duval","Florida"
30.67652764,-87.37284571,"Escambia","Florida"
29.45933576,-81.31508595,"Flagler","Florida"
29.83791238,-84.82731662,"Franklin","Florida"
30.57796289,-84.61915825,"Gadsden","Florida"
29.72856978,-82.79880657,"Gilchrist","Florida"
26.95635849,-81.18996211,"Glades","Florida"
29.93543004,-85.2427099,"Gulf","Florida"
30.49673973,-82.94998918,"Hamilton","Florida"
27.49293939,-81.80956574,"Hardee","Florida"
26.55386945,-81.16469006,"Hendry","Florida"
28.55364461,-82.42700204,"Hernando","Florida"
27.34254618,-81.34071957,"Highlands","Florida"
27.9276559,-82.32013172,"Hillsborough","Florida"
30.86747479,-85.81319222,"Holmes","Florida"
27.69308961,-80.60556721,"Indian River","Florida"
30.7954597,-85.21500423,"Jackson","Florida"
30.43669112,-83.89442308,"Jefferson","Florida"
29.98484137,-83.18166636,"Lafayette","Florida"
28.76202069,-81.7125123,"Lake","Florida"
26.58410348,-81.88399313,"Lee","Florida"
30.45955727,-84.27491114,"Leon","Florida"
29.31829741,-82.74007147,"Levy","Florida"
30.23766008,-84.8829258,"Liberty","Florida"
30.44396917,-83.47398594,"Madison","Florida"
27.47196942,-82.31831044,"Manatee","Florida"
29.21227113,-82.05803627,"Marion","Florida"
27.0772071,-80.43109784,"Martin","Florida"
25.6112362,-80.55170587,"Miami-Dade","Florida"
25.20904673,-81.07812416,"Monroe","Florida"
30.61037141,-81.80297522,"Nassau","Florida"
30.69143028,-86.59267105,"Okaloosa","Florida"
27.3863362,-80.88944347,"Okeechobee","Florida"
28.51367621,-81.31799498,"Orange","Florida"
28.06312234,-81.14882926,"Osceola","Florida"
0,0,"Out of FL","Florida"
26.64676272,-80.46536002,"Palm Beach","Florida"
28.30810945,-82.40227529,"Pasco","Florida"
27.93130349,-82.72239666,"Pinellas","Florida"
27.95027105,-81.69732947,"Polk","Florida"
29.60779729,-81.74230285,"Putnam","Florida"
30.6934145,-87.02458128,"Santa Rosa","Florida"
27.18546175,-82.33174248,"Sarasota","Florida"
28.7158582,-81.24060348,"Seminole","Florida"
29.90096506,-81.43589967,"St. Johns","Florida"
27.37763908,-80.47106649,"St. Lucie","Florida"
28.70181754,-82.0794267,"Sumter","Florida"
30.19746066,-82.9909967,"Suwannee","Florida"
30.04848048,-83.60445406,"Taylor","Florida"
0,0,"Unassigned","Florida"
30.04412971,-82.37497443,"Union","Florida"
29.05858895,-81.18263252,"Volusia","Florida"
30.16548905,-84.39895211,"Wakulla","Florida"
30.64204028,-86.16935664,"Walton","Florida"
30.61359259,-85.66002461,"Washington","Florida"
31.74847232,-82.28909114,"Appling","Georgia"
31.29633502,-82.87545866,"Atkinson","Georgia"
31.55456473,-82.45936528,"Bacon","Georgia"
31.32669878,-84.44218806,"Baker","Georgia"
33.06882326,-83.24701748,"Baldwin","Georgia"
34.35607081,-83.49644388,"Banks","Georgia"
33.99148694,-83.71436292,"Barrow","Georgia"
34.23732119,-84.83887523,"Bartow","Georgia"
31.76095874,-83.22145359,"Ben Hill","Georgia"
31.27590016,-83.2252992,"Berrien","Georgia"
32.80904227,-83.70489165,"Bibb","Georgia"
32.43829035,-83.33035166,"Bleckley","Georgia"
31.19576557,-81.97743999,"Brantley","Georgia"
30.83922642,-83.58303423,"Brooks","Georgia"
32.00979311,-81.44002948,"Bryan","Georgia"
32.39577406,-81.74811421,"Bulloch","Georgia"
33.05917989,-81.99928721,"Burke","Georgia"
33.2830945,-83.9543504,"Butts","Georgia"
31.53169785,-84.62725131,"Calhoun","Georgia"
30.92951916,-81.66601818,"Camden","Georgia"
32.40209349,-82.07702563,"Candler","Georgia"
33.58138199,-85.07976677,"Carroll","Georgia"
34.89872298,-85.13757014,"Catoosa","Georgia"
30.78371028,-82.13951596,"Charlton","Georgia"
32.00043026,-81.12489526,"Chatham","Georgia"
32.34341231,-84.78809239,"Chattahoochee","Georgia"
34.47197698,-85.34535662,"Chattooga","Georgia"
34.24393976,-84.47431861,"Cherokee","Georgia"
33.95436462,-83.37124007,"Clarke","Georgia"
31.62221166,-84.97713865,"Clay","Georgia"
33.54187245,-84.35594188,"Clayton","Georgia"
30.91395822,-82.70432472,"Clinch","Georgia"
33.94243204,-84.5761255,"Cobb","Georgia"
31.54892966,-82.8549206,"Coffee","Georgia"
31.18810588,-83.7677946,"Colquitt","Georgia"
33.54534185,-82.263524,"Columbia","Georgia"
31.16068491,-83.42947229,"Cook","Georgia"
33.35334302,-84.76129976,"Coweta","Georgia"
32.71391813,-83.98061238,"Crawford","Georgia"
31.92289565,-83.76811843,"Crisp","Georgia"
34.8549167,-85.50490424,"Dade","Georgia"
34.44244079,-84.16964071,"Dawson","Georgia"
33.76944049,-84.22396017,"DeKalb","Georgia"
30.87967778,-84.57619536,"Decatur","Georgia"
32.17265114,-83.16948926,"Dodge","Georgia"
32.15630737,-83.79746561,"Dooly","Georgia"
31.53328528,-84.21722377,"Dougherty","Georgia"
33.70291126,-84.77026156,"Douglas","Georgia"
31.32155345,-84.90255207,"Early","Georgia"
30.71101099,-82.89687287,"Echols","Georgia"
32.36616021,-81.34280942,"Effingham","Georgia"
34.11302332,-82.83936148,"Elbert","Georgia"
32.59221302,-82.30239915,"Emanuel","Georgia"
32.15328841,-81.8870105,"Evans","Georgia"
34.86430205,-84.316964,"Fannin","Georgia"
33.41357794,-84.49089434,"Fayette","Georgia"
34.26268279,-85.21577392,"Floyd","Georgia"
34.22604035,-84.1231513,"Forsyth","Georgia"
34.37525597,-83.23159927,"Franklin","Georgia"
33.79216944,-84.46319413,"Fulton","Georgia"
34.69316688,-84.45802506,"Gilmer","Georgia"
33.22879932,-82.61297636,"Glascock","Georgia"
31.23279254,-81.53811412,"Glynn","Georgia"
34.50487351,-84.87296253,"Gordon","Georgia"
30.87454847,-84.23418364,"Grady","Georgia"
33.5769205,-83.17139104,"Greene","Georgia"
33.96044201,-84.02137802,"Gwinnett","Georgia"
34.63331566,-83.53094677,"Habersham","Georgia"
34.32207823,-83.81896936,"Hall","Georgia"
33.2721566,-82.99766919,"Hancock","Georgia"
33.79602175,-85.21005667,"Haralson","Georgia"
32.73709786,-84.90538572,"Harris","Georgia"
34.34626973,-82.96567682,"Hart","Georgia"
33.29686567,-85.12886832,"Heard","Georgia"
33.4533428,-84.1481466,"Henry","Georgia"
32.45802497,-83.66879087,"Houston","Georgia"
31.60213036,-83.27501387,"Irwin","Georgia"
34.13794553,-83.56814788,"Jackson","Georgia"
33.31535543,-83.68844964,"Jasper","Georgia"
31.80405727,-82.6372487,"Jeff Davis","Georgia"
33.05867328,-82.41609057,"Jefferson","Georgia"
32.79248718,-81.96040187,"Jenkins","Georgia"
32.70211082,-82.66166794,"Johnson","Georgia"
33.02512137,-83.56019163,"Jones","Georgia"
33.07841647,-84.14263877,"Lamar","Georgia"
31.0382857,-83.06472457,"Lanier","Georgia"
32.46325233,-82.92221316,"Laurens","Georgia"
31.7793306,-84.14324253,"Lee","Georgia"
31.82588896,-81.49251135,"Liberty","Georgia"
33.79201475,-82.45024131,"Lincoln","Georgia"
31.75218791,-81.74952375,"Long","Georgia"
30.83568832,-83.27056716,"Lowndes","Georgia"
34.57286511,-84.00425681,"Lumpkin","Georgia"
32.35207048,-84.04234127,"Macon","Georgia"
34.12920917,-83.21218732,"Madison","Georgia"
32.3483402,-84.52733571,"Marion","Georgia"
33.47851918,-82.48252774,"McDuffie","Georgia"
31.49683595,-81.40163426,"McIntosh","Georgia"
33.04163534,-84.68859732,"Meriwether","Georgia"
31.16568912,-84.73151117,"Miller","Georgia"
31.22483255,-84.19381821,"Mitchell","Georgia"
33.014289,-83.92097166,"Monroe","Georgia"
32.17201038,-82.53527476,"Montgomery","Georgia"
33.59232073,-83.49129491,"Morgan","Georgia"
34.78897608,-84.74993177,"Murray","Georgia"
32.50931999,-84.87142262,"Muscogee","Georgia"
33.55514538,-83.8454714,"Newton","Georgia"
33.83749973,-83.43679568,"Oconee","Georgia"
33.8786296,-83.08278123,"Oglethorpe","Georgia"
0,0,"Out of GA","Georgia"
33.91969522,-84.86848792,"Paulding","Georgia"
32.56934316,-83.82937,"Peach","Georgia"
34.46589159,-84.46406611,"Pickens","Georgia"
31.35928155,-82.21598442,"Pierce","Georgia"
33.09310242,-84.38790389,"Pike","Georgia"
34.00267074,-85.18677781,"Polk","Georgia"
32.23334561,-83.4754996,"Pulaski","Georgia"
33.32056115,-83.37552891,"Putnam","Georgia"
31.86728114,-85.01773177,"Quitman","Georgia"
34.88389445,-83.40304637,"Rabun","Georgia"
31.76622818,-84.75732369,"Randolph","Georgia"
33.35777107,-82.07026432,"Richmond","Georgia"
33.65145002,-84.02202167,"Rockdale","Georgia"
32.2654021,-84.31258912,"Schley","Georgia"
32.74976524,-81.60779441,"Screven","Georgia"
30.93464824,-84.86823924,"Seminole","Georgia"
33.26310031,-84.28013991,"Spalding","Georgia"
34.55151201,-83.29405315,"Stephens","Georgia"
32.07996777,-84.83208037,"Stewart","Georgia"
32.03650571,-84.19821492,"Sumter","Georgia"
32.69642758,-84.53351366,"Talbot","Georgia"
33.56543317,-82.88136816,"Taliaferro","Georgia"
32.04785085,-82.05539188,"Tattnall","Georgia"
32.55792548,-84.25077141,"Taylor","Georgia"
31.92829517,-82.93491155,"Telfair","Georgia"
31.77527543,-84.44069698,"Terrell","Georgia"
30.86392347,-83.91847289,"Thomas","Georgia"
31.45743864,-83.5236119,"Tift","Georgia"
32.12059861,-82.32957247,"Toombs","Georgia"
34.91369188,-83.7410746,"Towns","Georgia"
32.40422134,-82.56904553,"Treutlen","Georgia"
33.03349196,-85.02812115,"Troup","Georgia"
31.71612656,-83.62069378,"Turner","Georgia"
32.67435595,-83.43078662,"Twiggs","Georgia"
0,0,"Unassigned","Georgia"
34.82995757,-83.98967069,"Union","Georgia"
32.87920671,-84.30024826,"Upson","Georgia"
34.73376362,-85.30165174,"Walker","Georgia"
33.78017694,-83.73552314,"Walton","Georgia"
31.05449097,-82.42224148,"Ware","Georgia"
33.41146451,-82.67795848,"Warren","Georgia"
32.96711864,-82.79357039,"Washington","Georgia"
31.5521809,-81.91894878,"Wayne","Georgia"
32.04066113,-84.54742852,"Webster","Georgia"
32.12009104,-82.72574721,"Wheeler","Georgia"
34.64624278,-83.74905525,"White","Georgia"
34.80987459,-84.96093476,"Whitfield","Georgia"
